packet_order	summary_id	paper_id	summary_path	summary_sha256	source_path	source_sha256
1	S061	10.1007/s11136-025-04150-3	summaries/S061.md	19e062b813b6014b8d70f92eda57e18e430a7bc53053b0faa94666bca8ff31f3	corpus/365-RA/doi_10.1007_s11136-025-04150-3.md	84b48b2cb480dfcce2baff045168cea58615e2e013c0c9a5d31243c1c6e472be
2	S090	10.1007/s10198-024-01682-2	summaries/S090.md	fa3bb4f6d401e2bed4c6a5b4852699521c8a496380af32f1cfe813789cbe36a5	corpus/444-RA/doi_10.1007_s10198-024-01682-2.md	3d8470dfc1520b9b531b28b99ba49d0ce187e0e0861fb15bc2979418effaf7c2
3	S023	10.1007/s40258-021-00639-3	summaries/S023.md	4008222b93f49f632e67a2c95a2c0588e8088b560ffbb577ba065dd4c13f7f6f	corpus/20170401/doi_10.1007_s40258-021-00639-3.md	f819b66a1c448d8dbf462e19758f9dff61963137d65bba82baacc1a9905aeb57
4	S033	10.1007/s40271-025-00749-3	summaries/S033.md	a0d513c0cf75aa4c51d2e684be690af97462dd9b407e3ef77bea821dc1ce2aeb	corpus/1559-RA/doi_10.1007_s40271-025-00749-3.md	9b7d8c90c5ec3545b24746ae62fa16778a3e6e71881d4d2579a9100f9586e981
5	S018	10.1186/s12955-024-02266-7	summaries/S018.md	f0b937ad75d201004ad44b8992c353c53344416ff63c92bd374aafe0e6c24d27	corpus/341-RA/doi_10.1186_s12955-024-02266-7.md	fc29e562638e700d12dcdb40596879f0dde16b982ea6e0f13fce2dc1d2d341ff
6	S015	10.1007/s40271-024-00708-4	summaries/S015.md	8786d401228a810a5c428a2bd7f067c1d6ae31a5a8d43f9ce9e8e576b71628ab	corpus/304-PHD/doi_10.1007_s40271-024-00708-4.md	88a8fbfa8c75bcf902b77e17a48a32df69935d546d0db120706f518d4569bf76
7	S007	10.1007/s40273-022-01210-1	summaries/S007.md	7d774bf04d670e3906159539940561a8ed19ee818fe4b6ef9a61e8fcb9ba59ab	corpus/20180490/doi_10.1007_s40273-022-01210-1.md	2d9a0b8e02c0f5c456e661027b22c536aed26c1a76529ec00e1001cb8fd003f2
8	S098	10.1136/bmjopen-2020-048176	summaries/S098.md	b6d9dfdf8677cb8f246abe07423dd097a92ebf647e81cc5e94fe322ba5bc9ce1	corpus/2016480/doi_10.1136_bmjopen-2020-048176.md	b89de0d7ad8c1f7cb18997088bba2c234c2d02c91fc6d68e0da63a4b50b6d0ff
9	S087	10.1186/s41687-021-00406-x	summaries/S087.md	44b70fafed92a0aaae257c16b6fc349d657aeb2a271a4e1db3ad5d4836b6a098	corpus/20180330/doi_10.1186_s41687-021-00406-x.md	fe477440530ace405a6cecf67757561a5949bdbe68b20b111c0161aec6b75e1c
10	S048	10.1186/s12889-018-5706-0	summaries/S048.md	5e599a1f623e2986eebe772a2e520581a8b7c47397f70e0cfdd5d8f7d681b518	corpus/2013240/doi_10.1186_s12889-018-5706-0.md	a87301d2f9843a690a82156a6439327902948364a5d42df83c2150818f23262f
11	S028	10.1007/s40273-025-01519-7	summaries/S028.md	d0deeb501c6b02aa504837d596ba5faacaa57a9a71ff6173a6337187d4b87b25	corpus/1741-RA/doi_10.1007_s40273-025-01519-7.md	42eb455e48c118aebbb880a56da2157e3236918ebc16f09c140f8d91399f8507
12	S012	10.1007/s40273-025-01545-5	summaries/S012.md	93b427dedafa20d79a3b30b59339aa9517bf2146365342bbce56487adb8e811a	corpus/432-RA/doi_10.1007_s40273-025-01545-5.md	2ab6929abda8f2912cf56f267942426f5c602b188f8d6491fd348fa3df46ea30
13	S011	10.1007/s40273-018-0694-6	summaries/S011.md	376a1c21b70afe884a92aac4af36f2493a4c24bb5a8fff50166591d08689f3b5	corpus/2015300/doi_10.1007_s40273-018-0694-6.md	8faf1d25d9d2ce761d7ee8a04c18a3ef15fb82c2e9d1dc14d4f3613d98191762
14	S045	10.1007/s40273-025-01476-1	summaries/S045.md	5e3957a7f556e3c91bd503c6fa83824ca5da47cc582856025249692d5890002a	corpus/1578-RA/doi_10.1007_s40273-025-01476-1.md	5458440de4fda7b5d6a24520f6806e84f8655377b767d63a053525ddced5fe11
15	S038	10.1007/s40273-022-01222-x	summaries/S038.md	7146c67652257e0cfa114bf2de2f23355870df41dca63a6f92732e3599b9526e	corpus/409-RA/doi_10.1007_s40273-022-01222-x.md	c015cd457d432d5aa1995bc6baf79cc906f7360a2d065bfba7c6716f7490ca94
16	S083	10.1007/s11136-024-03770-5	summaries/S083.md	c3ea579e5ba2ad16eacc0dab6ac98a2a598fddee6aefc65471ad65683893f9d5	corpus/1612-RA/doi_10.1007_s11136-024-03770-5.md	d02dc1ce63b89816fd52615b86d20a31331905b73e4e44f0d09a59e47f3edf57
17	S059	10.1186/s12955-021-01889-4	summaries/S059.md	faad904ec8ecbee6f0f5637e211c82b0143ff792aaf9398166f05a2bf53350bc	corpus/20180140/doi_10.1186_s12955-021-01889-4.md	79e8843b7da9d11963e6465e2931cf1f29ee6212992869587471b41ad81271ec
18	S084	10.1177/0272989X20969686	summaries/S084.md	ce1fdc879cb296caee844287770e6e4235e2e3d8bf93f32d1593c674b5f84334	corpus/20170210/doi_10.1177_0272989x20969686.md	3ae3da8629d8b0716d2e0a96569796b3bf81b1eb5c5c13fe54038d2d46676d99
19	S073	10.1186/s12955-022-02031-8	summaries/S073.md	e22a331a0bb5d8202b25eb3bb4b06eb3f631f78a4a13871bd2c477a128e83e1a	corpus/20190360/doi_10.1186_s12955-022-02031-8.md	a9ce9d98d6772f8ca2c8259be4b7241093c38ab84eef10fb7e0b5ec909864ba8
20	S024	10.1007/s40258-025-00954-z	summaries/S024.md	e8b7f1782bf88b0e74cb2457db347459991c86ec0665e4386880e260a8d85048	corpus/1767-RA/doi_10.1007_s40258-025-00954-z.md	de0405964ea0d43d90d3fa0acc825ce046c65bff84aef08a44942b8040365452
21	S019	10.1016/j.jval.2024.05.016	summaries/S019.md	64089fe1c5c08a149fc85cf06cef6b534cf8f9ce1495abefb68979b20311db36	corpus/341-RA/doi_10.1016_j.jval.2024.05.016.md	3d23652cd843eb24d67f4d5f361b7741bf57a508ed3b0145bfcb364655876248
