a91fa2245ecdb50edd63e4d5f93f3f04ffbab843447d9de885339366f2e773be	15490	00_euroqol_members.csv
632b7fa338bdf83ae874f507eb4b9dc666052e0d9d53567f1e063ee250fd2691	19331	01_authors.csv
ee9b1368ad51540a824c912745b70e2b390bf3677f5ca2f5869016044c2ced29	36029	01_people.csv
06f7fcaa76a1c11a45aab6cc952619b79f5e01afb62e8801acbf9b49fce6cdf5	461139	02_author_ids.json
eda85804af8c742ced5a5df5f22f3591cf08debd3b31369c3c2cb8e66095948c	86617	02_review.csv
ad1bbc5553ff2751a492fe4a0a09247d031beac20a282d260f99d31a6ea85f75	11515014	03_funder_works.json
2929317fa58d0c29b48099948c8c431751f3ada9571aef85b61f05017f3f7485	39501448	03_works/A5000074603.json
4fe024b0a338ba48265928ddcf93b938ff210d846bdd2e5edcaf8be97641406a	2537213	03_works/A5000326162.json
af727070a5ecb8528d095b60fc8230fe1831954d2088c55c9a691f75018fd515	1090713	03_works/A5000687889.json
6b970b24a3055f8988f91c57314d34b82b49b6b99cdf91f4a76e3509524633b8	47889	03_works/A5001251189.json
d1a004b4c808fbc0818aafeed2c26b913ee67bf7c20bd9e15b59c41602b84276	85021	03_works/A5001372652.json
d12fdb71b127567153d65b02805c08f48d58874dd6c333a94b38733cec74f354	187583	03_works/A5001642847.json
fb21d723c37cad432a5b8692532f8935a238da81a91d5e95fe44ee4c74b04491	173090	03_works/A5001767251.json
5f1a9a046b1481ffdfbd459a256f158e255da130170fc2b4b9ad44d7ae94cd7e	5768604	03_works/A5001823062.json
0fc3a5d7d3a8d5e5faf61ca6268a674bf0ff9854bb8d72996687cbfee0377bdc	951789	03_works/A5002022038.json
dc754061af0b4560c0aff8411e2e2ba108172a98c670123c501687d2cc030edb	780772	03_works/A5002095623.json
024b73fe4eab297e0466ab2dfe333e81a0864b545f2f3ba554399c3e3f37a18c	926370	03_works/A5002636040.json
40ab928eb79e0d3f8948973b2640b3f66eb8b70fafbef263db12bb1cff94a263	524702	03_works/A5003198517.json
